@relation 'Datos-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R12-13,16'

@attribute age numeric
@attribute job {housemaid,services,admin.,blue-collar,technician,retired,management,unemployed,self-employed,entrepreneur,student}
@attribute marital {married,single,divorced}
@attribute education {basic.4y,high.school,basic.6y,basic.9y,professional.course,university.degree,illiterate}
@attribute default {no,yes}
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute month {may,jun,jul,aug,oct,nov,dec,mar,apr,sep}
@attribute day_of_week {mon,tue,wed,thu,fri}
@attribute campaign numeric
@attribute previous numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute nr.employed numeric
@attribute y {no,yes}

@data
29,technician,single,high.school,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
42,admin.,single,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
36,technician,married,professional.course,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,technician,single,high.school,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
33,admin.,married,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
46,admin.,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
35,housemaid,married,university.degree,no,no,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
46,admin.,married,professional.course,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
32,admin.,single,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
58,admin.,married,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
47,entrepreneur,married,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
50,services,married,basic.4y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
44,services,married,high.school,no,yes,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
44,services,married,high.school,no,yes,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
30,admin.,single,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
49,technician,married,professional.course,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
30,admin.,divorced,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.4y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.4y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.9y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
60,admin.,married,university.degree,no,yes,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
29,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
35,admin.,married,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
46,admin.,married,high.school,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
53,blue-collar,married,basic.4y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
39,management,married,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
42,technician,married,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
39,management,married,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
54,self-employed,married,professional.course,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
47,admin.,married,basic.9y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
47,admin.,married,basic.9y,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
55,admin.,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
50,blue-collar,married,basic.6y,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
36,technician,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
36,technician,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
36,technician,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
42,technician,married,university.degree,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
35,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
33,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
40,admin.,married,university.degree,no,no,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
34,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
54,admin.,married,high.school,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,technician,married,professional.course,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
51,housemaid,married,basic.4y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
52,admin.,divorced,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
31,technician,married,professional.course,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
37,technician,married,professional.course,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
40,technician,married,high.school,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
34,technician,married,professional.course,no,no,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
53,blue-collar,married,basic.4y,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
36,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
45,admin.,married,high.school,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
33,technician,single,professional.course,no,no,yes,aug,fri,5,0,93.444,-36.1,5228.1,no
40,technician,single,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
44,services,married,high.school,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
38,admin.,married,university.degree,no,yes,no,aug,fri,7,0,93.444,-36.1,5228.1,no
41,technician,married,university.degree,no,no,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
40,admin.,single,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
47,admin.,married,high.school,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
33,technician,single,professional.course,no,yes,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
36,technician,single,high.school,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
53,services,married,high.school,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
36,admin.,married,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
44,technician,divorced,high.school,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
30,technician,single,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
53,blue-collar,married,basic.4y,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
30,admin.,divorced,university.degree,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
42,technician,married,university.degree,no,no,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
58,admin.,married,basic.9y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
35,admin.,single,university.degree,no,no,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.4y,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
46,services,married,basic.6y,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
33,technician,married,high.school,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
60,admin.,married,university.degree,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
51,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
47,blue-collar,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
57,retired,married,university.degree,no,no,no,aug,fri,6,0,93.444,-36.1,5228.1,no
37,technician,divorced,professional.course,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,yes
48,technician,married,university.degree,no,no,no,aug,fri,4,0,93.444,-36.1,5228.1,no
34,technician,single,high.school,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
38,technician,married,professional.course,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
38,technician,married,professional.course,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
30,admin.,single,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
30,admin.,single,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
30,technician,single,professional.course,no,no,no,aug,fri,5,0,93.444,-36.1,5228.1,no
38,technician,single,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
37,admin.,single,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,admin.,married,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,no,aug,fri,2,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.6y,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
50,blue-collar,married,basic.4y,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
33,self-employed,married,basic.9y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,admin.,divorced,high.school,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
45,management,married,university.degree,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
52,services,married,professional.course,no,no,yes,aug,fri,7,0,93.444,-36.1,5228.1,no
46,technician,married,university.degree,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
32,admin.,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
35,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
41,technician,divorced,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
33,self-employed,married,basic.9y,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
35,admin.,married,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
38,admin.,married,university.degree,no,yes,no,aug,fri,7,0,93.444,-36.1,5228.1,no
38,admin.,married,university.degree,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
41,technician,divorced,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
41,technician,divorced,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
51,admin.,divorced,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
41,technician,divorced,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,admin.,divorced,high.school,no,yes,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
51,admin.,divorced,university.degree,no,yes,yes,aug,fri,1,0,93.444,-36.1,5228.1,no
47,technician,married,professional.course,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
48,entrepreneur,married,university.degree,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
31,admin.,single,university.degree,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
31,technician,married,university.degree,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
49,housemaid,married,basic.4y,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
58,admin.,married,high.school,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
46,blue-collar,married,basic.9y,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
50,blue-collar,married,basic.6y,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,yes
52,blue-collar,married,basic.6y,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
29,technician,single,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,yes
38,technician,married,professional.course,no,no,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,no
34,technician,single,professional.course,no,no,no,aug,fri,4,0,93.444,-36.1,5228.1,no
31,admin.,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
38,technician,married,professional.course,no,yes,no,aug,fri,1,0,93.444,-36.1,5228.1,yes
58,self-employed,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
30,admin.,single,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
50,blue-collar,married,basic.6y,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
58,self-employed,married,university.degree,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,yes
53,entrepreneur,married,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
49,services,married,high.school,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
31,unemployed,married,university.degree,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
32,technician,divorced,university.degree,no,yes,yes,aug,fri,3,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
48,housemaid,married,basic.6y,no,no,no,aug,fri,8,0,93.444,-36.1,5228.1,no
57,retired,married,basic.9y,no,yes,no,aug,fri,6,0,93.444,-36.1,5228.1,no
30,blue-collar,married,high.school,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
38,technician,married,professional.course,no,no,yes,aug,fri,6,0,93.444,-36.1,5228.1,no
36,admin.,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
42,self-employed,married,university.degree,no,no,yes,aug,fri,3,0,93.444,-36.1,5228.1,no
44,self-employed,married,professional.course,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
38,technician,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
57,retired,married,basic.9y,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
50,blue-collar,married,basic.9y,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
44,technician,married,high.school,no,yes,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
43,admin.,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
40,management,married,university.degree,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,no,no,aug,fri,7,0,93.444,-36.1,5228.1,yes
42,self-employed,married,university.degree,no,no,no,aug,fri,4,0,93.444,-36.1,5228.1,yes
42,self-employed,married,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
35,technician,divorced,professional.course,no,no,no,aug,fri,4,0,93.444,-36.1,5228.1,no
38,entrepreneur,married,university.degree,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
46,blue-collar,married,basic.4y,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
33,technician,divorced,high.school,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
44,admin.,married,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
42,self-employed,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
34,admin.,divorced,high.school,no,yes,no,aug,fri,5,0,93.444,-36.1,5228.1,no
33,admin.,divorced,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
35,admin.,married,university.degree,no,yes,no,aug,fri,2,0,93.444,-36.1,5228.1,no
32,technician,single,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
58,self-employed,married,university.degree,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
45,management,married,university.degree,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
39,technician,divorced,professional.course,no,yes,no,aug,fri,4,0,93.444,-36.1,5228.1,no
53,admin.,divorced,high.school,no,no,yes,aug,fri,3,0,93.444,-36.1,5228.1,no
30,blue-collar,married,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
41,technician,divorced,university.degree,no,yes,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
43,admin.,married,university.degree,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
36,technician,married,high.school,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
29,admin.,married,university.degree,no,no,yes,aug,fri,5,0,93.444,-36.1,5228.1,no
42,self-employed,married,university.degree,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
41,technician,divorced,university.degree,no,yes,yes,aug,fri,2,0,93.444,-36.1,5228.1,no
37,technician,married,professional.course,no,yes,no,aug,fri,7,0,93.444,-36.1,5228.1,no
52,retired,married,high.school,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
39,technician,divorced,professional.course,no,yes,no,aug,fri,3,0,93.444,-36.1,5228.1,no
44,admin.,married,high.school,no,no,no,aug,fri,4,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,no,no,aug,fri,3,0,93.444,-36.1,5228.1,no
35,technician,single,professional.course,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
36,technician,married,high.school,no,no,no,aug,mon,3,0,93.444,-36.1,5228.1,no
34,entrepreneur,married,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
58,technician,married,professional.course,no,yes,no,aug,mon,5,0,93.444,-36.1,5228.1,no
59,retired,married,basic.4y,no,yes,no,aug,mon,6,0,93.444,-36.1,5228.1,no
38,technician,divorced,high.school,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
39,admin.,married,university.degree,no,yes,no,aug,mon,4,0,93.444,-36.1,5228.1,no
32,admin.,single,university.degree,no,yes,yes,aug,mon,3,0,93.444,-36.1,5228.1,no
42,technician,married,high.school,no,no,no,aug,mon,3,0,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,yes
44,blue-collar,married,basic.6y,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
52,blue-collar,married,basic.4y,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
31,admin.,divorced,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
32,admin.,single,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
36,admin.,married,university.degree,no,yes,no,aug,mon,3,0,93.444,-36.1,5228.1,no
31,management,single,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
36,management,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
49,technician,married,professional.course,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
39,technician,single,high.school,no,no,no,aug,mon,3,0,93.444,-36.1,5228.1,no
31,management,single,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
40,admin.,divorced,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
37,technician,married,high.school,no,yes,yes,aug,mon,2,0,93.444,-36.1,5228.1,no
38,technician,divorced,high.school,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
32,admin.,single,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
34,admin.,single,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
34,technician,married,high.school,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
43,admin.,married,high.school,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,yes,yes,aug,mon,2,0,93.444,-36.1,5228.1,no
44,admin.,divorced,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
31,technician,married,professional.course,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
55,blue-collar,married,basic.4y,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
32,management,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
56,admin.,married,basic.4y,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
50,admin.,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
33,technician,single,high.school,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
29,technician,single,professional.course,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
47,admin.,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
37,admin.,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
34,admin.,single,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
34,admin.,single,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
43,admin.,married,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
47,retired,married,basic.9y,no,no,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
34,admin.,single,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
35,admin.,married,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
55,services,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
49,services,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
56,admin.,married,university.degree,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
49,services,married,high.school,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
45,admin.,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
32,technician,married,high.school,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
37,housemaid,married,university.degree,no,no,yes,aug,mon,2,0,93.444,-36.1,5228.1,no
44,technician,married,professional.course,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
35,unemployed,single,university.degree,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,yes
36,technician,married,professional.course,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
35,admin.,single,university.degree,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
44,admin.,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
44,admin.,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
44,technician,married,professional.course,no,no,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
43,management,divorced,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
40,technician,married,professional.course,no,yes,no,aug,mon,3,0,93.444,-36.1,5228.1,no
50,blue-collar,married,basic.4y,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
32,admin.,married,university.degree,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
32,admin.,married,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
44,admin.,married,high.school,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,yes
32,admin.,married,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
45,blue-collar,married,basic.4y,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
49,services,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
38,admin.,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
33,admin.,single,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
29,admin.,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
29,admin.,married,university.degree,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
32,technician,married,high.school,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
41,self-employed,married,professional.course,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
41,self-employed,married,professional.course,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
36,admin.,married,university.degree,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
45,services,married,high.school,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
37,admin.,married,university.degree,no,yes,yes,aug,mon,2,0,93.444,-36.1,5228.1,no
59,retired,married,basic.4y,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
35,technician,single,professional.course,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
45,technician,married,professional.course,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
29,admin.,single,high.school,no,yes,no,aug,mon,4,0,93.444,-36.1,5228.1,no
59,retired,married,basic.4y,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,yes
50,admin.,married,basic.4y,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
34,technician,married,professional.course,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
55,services,married,high.school,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
40,admin.,divorced,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
31,admin.,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
35,admin.,single,university.degree,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
31,admin.,married,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
32,technician,single,high.school,no,no,no,aug,mon,5,0,93.444,-36.1,5228.1,no
52,services,married,high.school,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
39,technician,married,university.degree,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
36,technician,single,university.degree,no,yes,no,aug,mon,3,0,93.444,-36.1,5228.1,no
34,admin.,single,university.degree,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
46,blue-collar,married,basic.6y,no,yes,yes,aug,mon,2,0,93.444,-36.1,5228.1,no
36,housemaid,married,basic.6y,no,no,no,aug,mon,2,0,93.444,-36.1,5228.1,no
38,technician,divorced,high.school,no,yes,no,aug,mon,3,0,93.444,-36.1,5228.1,yes
51,technician,married,professional.course,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
31,admin.,married,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
39,technician,single,professional.course,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
56,retired,married,basic.4y,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
45,admin.,married,university.degree,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
54,retired,married,basic.4y,no,no,no,aug,mon,1,0,93.444,-36.1,5228.1,no
57,technician,single,high.school,no,yes,no,aug,mon,2,0,93.444,-36.1,5228.1,no
37,admin.,married,university.degree,no,no,yes,aug,mon,3,0,93.444,-36.1,5228.1,no
32,admin.,married,university.degree,no,yes,yes,aug,mon,1,0,93.444,-36.1,5228.1,no
33,technician,married,professional.course,no,yes,no,aug,mon,1,0,93.444,-36.1,5228.1,no
